AREA;VARIEDADE;DATA DE PODA;DATA DA AMOSTRA;DIAS_POS_PODA;TEXTO DATA;ESTADO DO ENGACO;COLORACAO DO CACHO;BRIX ACIMA DO IDEAL;BRIX DO SUCO;ACIDEZ;BRIX;DIAMETRO
B 14 V 1;CRIMSON;13/02/2020;09/06/2020;117;09/06/2020;MADURO;VERMELHO;0,97;17,2;0,8;17,6;16,3
B 14 V 2;CRIMSON;18/02/2020;09/06/2020;112;09/06/2020;MADURO;VERMELHO;0,8;16;0,84;16,4;16,5
B17 V2;ARRA 15;24/02/2020;09/06/2020;106;09/06/2020;MADURO;¶MBAR;0,95;17,8;0,96;17,9;17,9
A14 V1;BENITAKA M;;12/06/2020;43994;12/06/2020;MADURO;VERMELHO;0,92;15,4;0,97;15,7;21,6
B18 V1;BENITAKA M;;12/06/2020;43994;12/06/2020;MADURO;VERMELHO;0,98;14,9;1,21;15,5;21,3
A14 V1;BENITAKA M;;15/06/2020;43997;15/06/2020;MADURO;VERMELHO;0,95;15,6;0,84;15,6;22,5
B09 V2;CRIMSON;;15/06/2020;43997;15/06/2020;MADURO;VERMELHO;0,47;15,8;1,09;15,8;15,9
B09 V2;CRIMSON;;19/06/2020;44001;19/06/2020;MADURO;VERMELHO;0,82;16,3;1;16,3;16
A14 V1;BENITAKA M;;19/06/2020;44001;19/06/2020;MADURO;VERMELHO;0,95;16;0,78;16,4;22,6
B18 V1;BENITAKA M;;19/06/2020;44001;19/06/2020;MADURO;VERMELHO;0,98;15,8;10,2;16;22,2
B09 V2;CRIMSON;;22/06/2020;44004;22/06/2020;MADURO;VERMELHO;1;17,1;0,9;17,3;16,1
B10 V1;ARRA 15;;22/06/2020;44004;22/06/2020;MADURO;¶MBAR;0,18;16,2;1,39;15,4;17,5
B10 V2;ARRA 15;;22/06/2020;44004;22/06/2020;MADURO;VERDE;0,02;13,3;1,95;13,1;16,2
B18 V2;BENITAKA M;09/03/2020;03/07/2020;116;03/07/2020;MADURO;VERMELHO;1;15;0,85;16;22,8
B05 V1;CRIMSON;16/03/2020;03/07/2020;109;03/07/2020;MADURO;VERMELHO;0,97;17,2;0,97;18;16,1
B10 V2;ARRA 15;30/03/2020;03/07/2020;95;03/07/2020;MADURO;¶MBAR;0,73;16,7;1,29;16,52;17,2
B18 V2;BENITAKA M;09/03/2020;06/07/2020;119;06/07/2020;MADURO;VERMELHO;1;16,9;0,81;16,56;23,3
B10 V2;ARRA 15;;06/07/2020;44018;06/07/2020;MADURO;¶MBAR;0,57;16,6;1,2;16,82;17,6
B05 V1;CRIMSON;16/03/2020;06/07/2020;112;06/07/2020;MADURO;VERMELHO;0,88;17,5;0,91;17,77;16,3
B18 V1;BENITAKA M;;23/06/2020;44005;23/06/2020;MADURO;VERMELHO;1;16,6;0,94;16,7;22,2
B05 V1;CRIMSON;;23/06/2020;44005;23/06/2020;MADURO;VERMELHO;0,45;16;1,21;15,7;15,6
B18 V1;BENITAKA M;;29/06/2020;44011;29/06/2020;MADURO;VERMELHO;1;17,6;0,88;17;22,6
B05 V1;CRIMSON;;29/06/2020;44011;29/06/2020;MADURO;VERMELHO;0,77;16,4;0,99;16,6;15,7
B18 V2;BENITAKA M;;29/06/2020;44011;29/06/2020;MADURO;VERMELHO;1;16;1,09;16,3;22,4
B09 V2;CRIMSON;;29/06/2020;44011;29/06/2020;MADURO;VERMELHO;0,98;17,6;0,8;17,7;16,2
B10 V1;ARRA 15;;29/06/2020;44011;29/06/2020;MADURO;¶MBAR;0,45;16,9;1,17;16,7;17,2
B10 V2;ARRA 15;;29/06/2020;44011;29/06/2020;MADURO;¶MBAR;0,12;14,7;1,59;15,1;17
B10 V2;ARRA 15;;09/07/2020;44021;09/07/2020;MADURO;¶MBAR;0,62;17,2;1,1;16,95;17,9
A13 V1;BENITAKA M;13/04/2020;27/07/2020;105;27/07/2020;MADURO;VERMELHO;0,77;14,2;1,1;14,8;23,3
A13 V2;BENITAKA M;15/04/2020;27/07/2020;103;27/07/2020;MADURO;VERMELHO;0,6;14,1;1,1;14,4;23,4
A13 V1;BENITAKA M;13/04/2020;30/07/2020;108;30/07/2020;MADURO;VERMELHO;0,72;14,4;1;14,9;23
A13 V2;BENITAKA M;15/04/2020;30/07/2020;106;30/07/2020;MADURO;VERMELHO;0,72;14,8;0,97;15,2;23,7
A13 V1;BENITAKA M;13/04/2020;03/08/2020;112;03/08/2020;MADURO;VERMELHO;0,75;15,2;0,91;15,1;24,1
A13 V2;BENITAKA M;15/04/2020;03/08/2020;110;03/08/2020;MADURO;VERMELHO;0,63;14,8;0,94;14,7;23,4
A13 V1;BENITAKA M;13/04/2020;07/08/2020;116;07/08/2020;MADURO;VERMELHO;0,77;14,9;0,88;14,9;23,4
A13 V2;BENITAKA M;15/04/2020;07/08/2020;114;07/08/2020;MADURO;VERMELHO;0,63;15,5;0,9;14,6;23,8
A13 V1;BENITAKA M;13/04/2020;10/08/2020;119;10/08/2020;MADURO;VERMELHO INT;0,88;16,9;0,8;16,4;23,9
A13 V2;BENITAKA M;15/04/2020;10/08/2020;117;10/08/2020;MADURO;VERMELHO INT;0,98;16,9;0,79;167;24,5
A13 V1;BENITAKA M;13/04/2020;10/08/2020;119;10/08/2020;MADURO;VERMELHO;0,23;13,1;0,92;13,1;23,5
A13 V2;BENITAKA M;15/04/2020;10/08/2020;117;10/08/2020;MADURO;VERMELHO;0,38;13,2;0,87;13,4;24,2
B03 V1;CRIMSON;07/05/2020;11/08/2020;96;11/08/2020;MADURO;VERMELHO;0,28;14,6;1,24;15,2;15,7
B04 V1;CRIMSON;07/05/2020;11/08/2020;96;11/08/2020;MADURO;VERMELHO;0,57;15,7;1,22;16;16
B09 V1;CRIMSON;07/05/2020;11/08/2020;96;11/08/2020;MADURO;VERMELHO;0,63;15,9;1,08;16,5;16
A01 V1;CRIMSON;07/05/2020;11/08/2020;96;11/08/2020;MADURO;VERMELHO;0,47;14,9;1,17;15,8;16,5
A13 V1;BENITAKA M;13/04/2020;14/08/2020;123;14/08/2020;MADURO;VERMELHO INT;0,85;16,7;0,84;15,7;23,6
A13 V1;BENITAKA M;13/04/2020;14/08/2020;123;14/08/2020;MADURO;VERMELHO ;0,32;13;0,88;13;23,2
A13 V2;BENITAKA M;15/04/2020;14/08/2020;121;14/08/2020;MADURO;VERMELHO INT;0,87;16,3;0,81;15,8;23,8
A13 V2;BENITAKA M;15/04/2020;14/08/2020;121;14/08/2020;MADURO;VERMELHO;0,2;13;0,94;12,6;23,7
B03 V1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;VERMELHO;0,8;16,5;1,09;16,4;15,9
B03 V1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;ROSADO;0;13;1,25;12,5;16,7
B 9 V 1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;VERMELHO;0,54;16,6;1,03;15,8;16,7
B 9 V 1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;ROSADO;0,02;12,9;1,21;12,9;17,4
A01 V1;CRIMSON;08/05/2020;14/08/2020;98;14/08/2020;MADURO;ROSADO;0;12,4;1,33;12,8;16,9
A01 V1;CRIMSON;08/05/2020;14/08/2020;98;14/08/2020;MADURO;VERMELHO;0,62;16,2;1,06;16,4;16,5
B04 V1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;VERMELHO;0,63;16,4;1,09;16,1;16,1
B04 V1;CRIMSON;07/05/2020;14/08/2020;99;14/08/2020;MADURO;ROSADO;0,03;13,6;1,27;13,8;17,2
B03 V1;CRIMSON;07/05/2020;16/08/2020;101;16/08/2020;MADURO;VERMELHO;0,97;16,8;0,86;17,4;16
B04 V1;CRIMSON;07/05/2020;16/08/2020;101;16/08/2020;MADURO;VERMELHO;0,98;17,2;0,93;17,4;15,6
B09 V1;CRIMSON;07/05/2020;16/08/2020;101;16/08/2020;MADURO;VERMELHO;1;17,8;0,85;17,1;16,2
A01 V1;CRIMSON;08/05/2020;16/08/2020;100;16/08/2020;MADURO;VERMELHO;1;18,4;0,89;19;15,5
A06 V4;ARRA 15;25/05/2020;17/08/2020;84;17/08/2020;MADURO;VERDE;0;11,1;2,28;11,57;18,4
A06 V3;ARRA 15;25/05/2020;17/08/2020;84;17/08/2020;MADURO;VERDE;0;10,9;2,53;10,8;17,7
B09 V1;CRIMSON;07/05/2020;18/08/2020;103;18/08/2020;MADURO;ROSADA;0,03;13,5;1,08;12,9;16,8
A01 V1;CRIMSON;08/05/2020;18/08/2020;102;18/08/2020;MADURO;ROSADA;0,02;12,7;1,18;12,2;17,4
B03 V1;CRIMSON;07/05/2020;18/08/2020;103;18/08/2020;MADURO;ROSADA;0,05;12,9;1,14;13,2;16,5
B04 V1;CRIMSON;07/05/2020;18/08/2020;103;18/08/2020;MADURO;ROSADA;0,3;13,4;1,15;14,2;16,9
A06 V1;ARRA 15;28/05/2020;19/08/2020;83;19/08/2020;MADURO;VERDE;0;11,3;2,32;11,7;17,5
A06 V2;ARRA 15;25/05/2020;19/08/2020;86;19/08/2020;MADURO;VERDE;0;12,1;2,17;12,6;18
A06 V3;ARRA 15;25/05/2020;19/08/2020;86;19/08/2020;MADURO;VERDE;0;11,4;2,33;11,4;18,2
A06 V4;ARRA 15;25/05/2020;19/08/2020;86;19/08/2020;MADURO;VERDE;0;12;1,96;12,4;18,9
A01 V1;CRIMSON;08/05/2020;21/08/2020;105;21/08/2020;MADURO;ROSADA;0,08;12,8;1,08;13;17,3
B03 V1;CRIMSON;07/05/2020;21/08/2020;106;21/08/2020;MADURO;ROSADA;0,33;14,9;0,98;14,6;16,3
B04 V1;CRIMSON;07/05/2020;21/08/2020;106;21/08/2020;MADURO;ROSADA;0,43;15,1;1,03;15,5;17
B09 V1;CRIMSON;07/05/2020;21/08/2020;;21/08/2020;MADURO;ROSADA;0,23;14;0,88;14,44;16,6
B11 V2;ARRA 30;04/06/2020;21/08/2020;78;21/08/2020;MADURO;¶MBAR;0,12;11,8;1,04;12;17
A06 V1;ARRA 15;28/05/2020;24/08/2020;88;24/08/2020;MADURO;¶MBAR;0;11,4;1,67;11,8;18,5
A06 V2;ARRA 15;25/05/2020;24/08/2020;91;24/08/2020;MADURO;¶MBAR;0,03;12,2;1,72;12,8;18,5
A06 V3;ARRA 15;25/05/2020;24/08/2020;91;24/08/2020;MADURO;¶MBAR;0,07;13;1,61;13,8;19,5
A06 V4;ARRA 15;25/05/2020;24/08/2020;91;24/08/2020;MADURO;¶MBAR;0,17;13,8;1,39;14,7;19,9
A01 V2;ARRA 15;29/05/2020;24/08/2020;87;24/08/2020;MADURO;VERDE;0,02;11,4;2,04;11,5;19,4
B03 V1;CRIMSON;07/05/2020;24/08/2020;109;24/08/2020;MADURO;ROSADA;0,43;15,4;0,93;15,5;16,1
B04 V1;CRIMSON;07/05/2020;24/08/2020;109;24/08/2020;MADURO;ROSADA;0,22;15,6;0,93;15,3;17,3
B09 V1;CRIMSON;07/05/2020;24/08/2020;109;24/08/2020;MADURO;ROSADA;0,33;15,5;0,91;15,4;17
A01 V1;CRIMSON;08/05/2020;24/08/2020;108;24/08/2020;MADURO;ROSADA;0,17;14;1,05;14,4;16,7
B11 V2;ARRA 30;04/06/2020;24/08/2020;81;24/08/2020;MADURO;¶MBAR;0;12,8;1,1;13,3;17,7
A06 V1;ARRA 15;28/05/2020;27/08/2020;91;27/08/2020;MADURO;¶MBAR;0,05;14,2;1,41;13,5;18,6
A06 V2;ARRA 15;25/05/2020;27/08/2020;94;27/08/2020;MADURO;¶MBAR;0,17;14,4;1,5;14,8;19,2
A06 V3;ARRA 15;25/05/2020;27/08/2020;94;27/08/2020;MADURO;¶MBAR;0,08;14,2;1,53;14,2;19,2
A06 V4;ARRA 15;25/05/2020;27/08/2020;94;27/08/2020;MADURO;¶MBAR;0,23;15;1,34;15,1;20,1
B04 V1;CRIMSON;07/05/2020;28/08/2020;113;28/08/2020;MADURO;ROSADA;0,77;17,4;0,9;17,4;17,1
B03 V1;CRIMSON;07/05/2020;28/08/2020;113;28/08/2020;MADURO;ROSADA;0,8;16,9;0,91;17,4;16,9
A01 V2;ARRA 15;29/05/2020;28/08/2020;91;28/08/2020;MADURO;¶MBAR;0,03;12,7;1,8;12,5;20
A01 V1;CRIMSON;08/05/2020;28/08/2020;112;28/08/2020;MADURO;ROSADA;0,38;15,4;1,02;15,4;17,8
B09 V1;CRIMSON;07/05/2020;28/08/2020;113;28/08/2020;MADURO;ROSADA;0,73;16,8;0,88;17;17,1
B11 V2;ARRA 30;04/06/2020;28/08/2020;85;28/08/2020;MADURO;¶MBAR;0,03;13,9;0,85;14,4;18,7
A06 V1;ARRA 15;28/05/2020;31/08/2020;95;31/08/2020;MADURO;¶MBAR;0,2;14,5;1,24;15,18;18,5
A06 V2;ARRA 15;25/05/2020;31/08/2020;98;31/08/2020;MADURO;¶MBAR;0,23;15;1,24;15,3;19,1
A06 V3;ARRA 15;25/05/2020;31/08/2020;98;31/08/2020;MADURO;¶MBAR;0,55;16,2;1,14;16,97;20,1
A06 V4;ARRA 15;25/05/2020;31/08/2020;98;31/08/2020;MADURO;¶MBAR;0,53;16,8;1,07;16,9;19,9
A01 V2;ARRA 15;29/05/2020;31/08/2020;94;31/08/2020;MADURO;¶MBAR;0,08;14;1,47;13,8;19,7
A03 V4;ARRA 15;03/06/2020;31/08/2020;89;31/08/2020;MADURO;¶MBAR;0,05;12,6;1,78;13,6;20
A03 V3;ARRA 15;02/06/2020;31/08/2020;90;31/08/2020;MADURO;¶MBAR;0,03;12,5;1,8;13,5;19,2
A03 V2;ARRA 15;01/06/2020;31/08/2020;91;31/08/2020;MADURO;¶MBAR;0;12,3;1,92;12,4;19,2
A03 V1;ARRA 15;01/06/2020;31/08/2020;91;31/08/2020;MADURO;¶MBAR;0,02;12,1;1,89;13,32;18,9
B12 V2;ARRA 15;28/05/2020;02/09/2020;97;02/09/2020;MADURO;VERDE;0,03;13,2;1,87;14;19,3
A11 V1;MIDNIGHT;07/06/2020;02/09/2020;87;02/09/2020;MADURO;PRETA DESUNIFORME;0,13;13,9;0,81;14,7;17,6
B11 V2;ARRA 30;04/06/2020;02/09/2020;90;02/09/2020;MADURO;¶MBAR;0,33;15,7;0,67;16,4;19
A01 V1;CRIMSON;08/05/2020;02/09/2020;117;02/09/2020;MADURO;ROSADA;0,65;14,8;0,87;16,5;17,5
B09 V1;CRIMSON;07/05/2020;02/09/2020;118;02/09/2020;MADURO;ROSADA;0,82;15,8;0,81;17,2;17
B04 V1;CRIMSON;07/05/2020;02/09/2020;118;02/09/2020;MADURO;VERMELHO;0,97;18,2;0,79;18,8;17,3
B03 V1;CRIMSON;07/05/2020;02/09/2020;118;02/09/2020;MADURO;VERMELHO;0,97;18,7;0,8;18,9;16,9
B07 V2.2;SABLE;;02/09/2020;44076;02/09/2020;MADURO;PRETA DESUNIFORME;0,05;14,7;0,97;14,9;18,2
A08 V2;ARRA 15;05/06/2020;02/09/2020;89;02/09/2020;MADURO;¶MBAR;0;13,1;1,89;12,8;18,2
A08 V1;ARRA 15;05/06/2020;02/09/2020;89;02/09/2020;MADURO;¶MBAR;0;12,6;1,94;12,3;18,8
B12 V1;ARRA 15;28/05/2020;02/09/2020;97;02/09/2020;MADURO;VERDE;0,03;13,5;1,87;13,3;19,1
B11 V2;ARRA 15;04/06/2020;03/09/2020;91;03/09/2020;MADURO;¶MBAR;0;12,8;1,67;11,7;18,7
A06 V2;ARRA 15;25/05/2020;03/09/2020;101;03/09/2020;MADURO;¶MBAR;0,5;16;1,19;16,7;19,7
A06 V1;ARRA 15;28/05/2020;03/09/2020;98;03/09/2020;MADURO;¶MBAR;0,4;16,1;1,22;16,2;19,4
A06 V3;ARRA 15;25/05/2020;03/09/2020;101;03/09/2020;MADURO;¶MBAR;0,48;16,9;1,2;16,8;19,8
A06 V4;ARRA 15;25/05/2020;03/09/2020;101;03/09/2020;MADURO;¶MBAR;0,42;16,1;1,07;15,9;20,2
A01 V2;ARRA 15;29/05/2020;04/09/2020;98;04/09/2020;MADURO;¶MBAR;0,15;14,6;1,38;15,2;20,7
A03 V4;ARRA 15;03/06/2020;04/09/2020;93;04/09/2020;MADURO;¶MBAR;0,07;13,9;1,6;14,3;20,5
A03 V1;ARRA 15;01/06/2020;04/09/2020;95;04/09/2020;MADURO;¶MBAR;0,1;12,4;1,8;14,5;19,6
A03 V3;ARRA 15;02/06/2020;04/09/2020;94;04/09/2020;MADURO;¶MBAR;0,15;13,9;1,7;15,4;19,8
A03 V2;ARRA 15;01/06/2020;04/09/2020;95;04/09/2020;MADURO;¶MBAR;0,15;13,7;1,7;14,9;19,2
A04 V2;ARRA 15;09/06/2020;04/09/2020;87;04/09/2020;MADURO;¶MBAR;0;12,4;1,6;12,1;18,1
A04 V1;ARRA 15;09/06/2020;04/09/2020;87;04/09/2020;MADURO;¶MBAR;0;12,4;1,7;11,3;18
A08 V1;ARRA 15;05/06/2020;07/09/2020;94;07/09/2020;MADURO;¶MBAR;0,03;14,5;1,44;14,7;19,2
A11 V1;MIDNIGHT;07/06/2020;07/09/2020;92;07/09/2020;MADURO;PRETA UNIFORME;0,2;14,2;0,71;14,8;18,2
A03 V1;ARRA 15;01/06/2020;07/09/2020;98;07/09/2020;MADURO;¶MBAR;0,17;14,8;1,42;15,4;20,1
A03 V2;ARRA 15;01/06/2020;07/09/2020;98;07/09/2020;MADURO;¶MBAR;0,13;14,4;1,43;15,4;19,8
A03 V3;ARRA 15;02/06/2020;07/09/2020;97;07/09/2020;MADURO;¶MBAR;0,27;14,7;1,46;15,5;20,1
A03 V4;ARRA 15;03/06/2020;07/09/2020;96;07/09/2020;MADURO;¶MBAR;0,17;14,2;1,5;15;20,1
A09 V1;ARRA 15;08/06/2020;07/09/2020;91;07/09/2020;MADURO;VERDE;0;13;1,84;13;18,6
A04 V2;ARRA 15;09/06/2020;07/09/2020;90;07/09/2020;MADURO;¶MBAR;0;12,8;1,49;12,8;18,3
A08 V2;ARRA 15;05/06/2020;07/09/2020;94;07/09/2020;MADURO;¶MBAR;0,08;14,3;1,5;14,4;18,9
A04 V1;ARRA 15;09/06/2020;07/09/2020;90;07/09/2020;MADURO;¶MBAR;0;12,6;1,54;12,7;18,1
A01 V2;ARRA 15;29/05/2020;07/09/2020;101;07/09/2020;MADURO;¶MBAR;0,55;15,5;1,26;16,8;20,8
A06 V1;ARRA 15;28/05/2020;07/09/2020;102;07/09/2020;MADURO;¶MBAR;0,78;16,9;1,04;18,5;19,2
A06 V2;ARRA 15;25/05/2020;07/09/2020;105;07/09/2020;MADURO;¶MBAR;0,78;17,1;1,06;18,6;19,7
A09 V2;ARRA 15;08/06/2020;07/09/2020;91;07/09/2020;MADURO;VERDE;0,03;12,5;1,9;12,9;18,2
A09 V3;ARRA 15;08/06/2020;07/09/2020;91;07/09/2020;MADURO;VERDE;0,02;12,4;2;12,9;18,4
A09 V4;ARRA 15;08/06/2020;07/09/2020;91;07/09/2020;MADURO;VERDE;0;11,7;2,15;12;18
B07 V2.2;SABLE;15/06/2020;08/09/2020;85;08/09/2020;MADURO;PRETA DESUNIFORME;0,03;16,1;0,81;15,6;18,6
B11 V2;ARRA 30;04/06/2020;08/09/2020;96;08/09/2020;MADURO;¶MBAR;0,35;16,5;0,49;16,5;19,6
B12 V1;ARRA 15;28/05/2020;08/09/2020;103;08/09/2020;MADURO;¶MBAR;0,07;13,7;1,44;14;19,7
B12 V2;ARRA 15;28/05/2020;08/09/2020;103;08/09/2020;MADURO;¶MBAR;0,13;13,9;1,4;14,9;20,2
B11 V2;ARRA 15;04/06/2020;08/09/2020;96;08/09/2020;MADURO;¶MBAR;0,13;14,5;1,25;15,1;19,4
A03 V3;ARRA 15;02/06/2020;11/09/2020;101;11/09/2020;MADURO;¶MBAR;0,32;15,3;1,3;16,3;20,2
A03 V4;ARRA 15;03/06/2020;11/09/2020;100;11/09/2020;MADURO;¶MBAR;0,3;14,8;1,3;16,8;20,5
A03 V1;ARRA 15;01/06/2020;11/09/2020;102;11/09/2020;MADURO;¶MBAR;0,67;16,3;1,2;17,9;19,6
A03 V2;ARRA 15;01/06/2020;11/09/2020;102;11/09/2020;MADURO;¶MBAR;0,47;15,2;1,3;16,9;19,3
A01 V2;ARRA 15;29/05/2020;11/09/2020;105;11/09/2020;MADURO;¶MBAR;0,38;15,6;1,2;16,4;20,8
A03 V1;ARRA 15;01/06/2020;14/09/2020;105;14/09/2020;MADURO;¶MBAR;0,95;16,8;1,16;19,1;20,1
A03 V2;ARRA 15;01/06/2020;14/09/2020;105;14/09/2020;MADURO;¶MBAR;0,85;16,3;1,16;18,4;20
A03 V3;ARRA 15;02/06/2020;14/09/2020;104;14/09/2020;MADURO;¶MBAR;0,85;16,2;1,24;18,7;20,5
A03 V4;ARRA 15;03/06/2020;14/09/2020;103;14/09/2020;MADURO;¶MBAR;0,87;16,5;1,16;18,6;20,1
A04 V1;ARRA 15;09/06/2020;14/09/2020;97;14/09/2020;MADURO;¶MBAR;0,23;14;1,13;15,5;18,2
A04 V2;ARRA 15;09/06/2020;14/09/2020;97;14/09/2020;MADURO;¶MBAR;0,3;15,3;1,06;16;18,1
A11 V1;MIDNIGHT;07/06/2020;14/09/2020;99;14/09/2020;MADURO;PRETA UNIFORME;0,52;15,5;0,58;16,1;18,5
B07 V2.2;SABLE;15/06/2020;15/09/2020;92;15/09/2020;MADURO;PRETA UNIFORME;0,63;17,1;0,67;17,2;19,8
B12 V1;ARRA 15;28/05/2020;15/09/2020;110;15/09/2020;MADURO;¶MBAR;0,82;17,3;1,12;18,6;19,8
B12 V2;ARRA 15;28/05/2020;15/09/2020;110;15/09/2020;MADURO;¶MBAR;0,73;16,9;1,11;18,3;20,2
A09 V1;ARRA 15;08/06/2020;15/09/2020;99;15/09/2020;MADURO;¶MBAR;0,42;16,6;1,17;16,3;19,2
A09 V2;ARRA 15;08/06/2020;15/09/2020;99;15/09/2020;MADURO;¶MBAR;0,27;15,4;1,34;15,5;19
A09 V3;ARRA 15;08/06/2020;15/09/2020;99;15/09/2020;MADURO;¶MBAR;0,23;15,8;1,27;15,6;19,5
A09 V4;ARRA 15;08/06/2020;15/09/2020;99;15/09/2020;MADURO;¶MBAR;0,12;15,4;1,35;14,9;18,9
A08 V1;ARRA 15;05/06/2020;15/09/2020;102;15/09/2020;MADURO;¶MBAR;0,73;18,6;1,01;17,9;20,1
A08 V2;ARRA 15;05/06/2020;15/09/2020;102;15/09/2020;MADURO;¶MBAR;0,38;15,9;1,16;16,1;19,5
A10 V1;ARRA 15;11/06/2020;16/09/2020;97;16/09/2020;MADURO;¶MBAR;0,13;15,5;1,42;15,3;17,3
A10 V2;ARRA 15;11/06/2020;16/09/2020;97;16/09/2020;MADURO;¶MBAR;0,12;14,4;1,4;14,9;18,3
B11 V2;ARRA 15;04/06/2020;16/09/2020;104;16/09/2020;MADURO;¶MBAR;0,5;16,1;1,04;17;19,7
B07 2,1;SABLE;22/06/2020;16/09/2020;86;16/09/2020;MADURO;PRETA UNIFORME;0;14;0,95;14,3;19,3
A04 V3;ARRA 12;10/06/2020;16/09/2020;98;16/09/2020;MADURO;VERMELHA;0,03;13,7;0,92;14,5;19,7
A04 V4;ARRA 12;11/06/2020;16/09/2020;97;16/09/2020;MADURO;VERMELHA;0;12,9;0,91;13;19,3
B08 V1;ARRA 15;16/06/2020;16/09/2020;92;16/09/2020;MADURO;VERDE;0;12,4;1,9;12,7;18,1
B08 V2;ARRA 15;19/06/2020;16/09/2020;89;16/09/2020;MADURO;VERDE;0;13,2;2,21;12,2;18,1
A04 V1;ARRA 15;09/06/2020;18/09/2020;101;18/09/2020;MADURO;¶MBAR;0,3;15,6;1,01;16;17,9
A04 V2;ARRA 15;09/06/2020;18/09/2020;101;18/09/2020;MADURO;¶MBAR;0,37;15,1;1,06;16;18,2
B12 V1;ARRA 15;28/05/2020;18/09/2020;113;18/09/2020;MADURO;¶MBAR;0,72;16,9;1,05;18;19,9
B12 V2;ARRA 15;28/05/2020;18/09/2020;113;18/09/2020;MADURO;¶MBAR;0,77;17,7;1,03;18;20,3
B07 V2.2;SABLE;15/06/2020;18/09/2020;95;18/09/2020;MADURO;PRETA DESUNIFORME;0,02;15;0,72;14;19,2
A03 V4;ARRA 15;03/06/2020;18/09/2020;107;18/09/2020;MADURO;¶MBAR;0,73;16,4;1,07;18;20,2
A03 V3;ARRA 15;02/06/2020;18/09/2020;108;18/09/2020;MADURO;¶MBAR;0,63;16;1,15;18;20,2
A03 V1;ARRA 15;01/06/2020;18/09/2020;109;18/09/2020;MADURO;¶MBAR;0,48;17,1;1,1;17,4;19,5
A03 V2;ARRA 15;01/06/2020;18/09/2020;109;18/09/2020;MADURO;¶MBAR;0,57;16,9;1,09;17,2;19,5
A04 V4;ARRA 12;11/06/2020;21/09/2020;102;21/09/2020;MADURO;VERMELHA;0;13,8;0,83;13;19,4
A08 V1;ARRA 15;05/06/2020;21/09/2020;108;21/09/2020;MADURO;¶MBAR;0,5;16,3;1,03;17;19,4
B07 V2.2;SABLE;15/06/2020;21/09/2020;98;21/09/2020;MADURO;PRETA DESUNIFORME;0;15,2;0,67;14,7;19,7
B07 V2.1;SABLE;22/06/2020;21/09/2020;91;21/09/2020;MADURO;PRETA DESUNIFORME;0,05;14,9;0,79;15,2;20,1
A04 V3;ARRA 12;10/06/2020;21/09/2020;103;21/09/2020;MADURO;VERMELHA;0,03;14,6;0,77;14,6;19,9
A08 V2;ARRA 15;05/06/2020;21/09/2020;108;21/09/2020;MADURO;¶MBAR;0,58;16;0,99;17;19,3
B07 V2.2;SABLE;15/06/2020;21/09/2020;98;21/09/2020;MADURO;PRETA UNIFORME;0,95;18,4;0,63;18,8;19,6
A10 V1;ARRA 15;11/06/2020;22/09/2020;103;22/09/2020;MADURO;¶MBAR;0,82;15,8;0,99;18,4;18,6
A09 V1;ARRA 15;08/06/2020;22/09/2020;106;22/09/2020;MADURO;¶MBAR;0,83;17,9;1,04;18,7;19,3
A09 V4;ARRA 15;08/06/2020;22/09/2020;106;22/09/2020;MADURO;¶MBAR;0,73;17,9;1,01;18;19,5
A15 V2;ARRA 15;29/06/2020;22/09/2020;85;22/09/2020;MADURO;¶MBAR;0;11,2;2,08;10;17,6
A09 V3;ARRA 15;08/06/2020;22/09/2020;106;22/09/2020;MADURO;¶MBAR;0,77;17,2;1,06;18,2;20
A15 V1;ARRA 15;29/06/2020;22/09/2020;85;22/09/2020;MADURO;¶MBAR;0;12,2;2;10,5;17,4
A09 V2;ARRA 15;08/06/2020;22/09/2020;106;22/09/2020;MADURO;¶MBAR;0,58;17,3;1,03;17,4;19
A04 V1;ARRA 15;09/06/2020;22/09/2020;105;22/09/2020;MADURO;¶MBAR;0,42;16,3;0,97;16,4;18,8
A04 V2;ARRA 15;09/06/2020;22/09/2020;105;22/09/2020;MADURO;¶MBAR;0,52;16,5;0,89;16,8;18,8
B11 V1;ARRA 15;21/06/2020;22/09/2020;93;22/09/2020;MADURO;¶MBAR;0,02;12,7;1,63;12,2;18
A10 V2;ARRA 15;11/06/2020;22/09/2020;103;22/09/2020;MADURO;¶MBAR;0,52;16,6;1,13;16,8;18,1
B06 V1;ARRA 15;21/06/2020;23/09/2020;94;23/09/2020;MADURO;VERDE;0;14,5;1,64;13,5;18,5
B06 V2;ARRA 15;25/06/2020;23/09/2020;90;23/09/2020;MADURO;VERDE;0;14,2;1,55;13,9;18,9
B01 V1;BENITAKA M;10/06/2020;23/09/2020;105;23/09/2020;MADURO;VERMELHA;0,9;15,3;0,96;15,5;22,5
B11 V2;SW35;22/06/2020;23/09/2020;93;23/09/2020;MADURO;VERDE;0;9,9;1,64;9,8;23,8
